SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,NONRES_GRO,NONRES_SUB,NONRES_TYP,BLDG_NAME,BLDG_DESC,PERMIT_TYP,PERMIT_VAL,SQF,ADDRESS,ZIP_CODE,PIN,community_,geometry
19083,003,06382,02394183,00302394183,Blaine,2018,C,COS,Eating and Drinking Establishments,TACO BELL,Restaraunt,N,1150000.0,0.0,11665 ULYSSES LN NE,,173123210019,Suburban Edge,POINT (481382.2745000003 5003260.088099999)
19093,053,18188,02394621,05302394621,Edina,2018,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee shop,N,1125000.0,0.0,5000 Vernon Ave,,,Urban,POINT (471997.79920000024 4973256.964)
19123,053,43000,02395345,05302395345,Minneapolis,2018,C,COS,Eating and Drinking Establishments,Graze Provisions and Libations,Food hall,N,3701863.0,17000.0,525 3rd St N,,,Urban Center,POINT (478155.04640000034 4981348.413699999)
19127,053,43000,02395345,05302395345,Minneapolis,2018,C,COS,Arts Entertainment and Recreation,Quincy Hall,Event center remodel,R,1904716.0,0.0,1325 Quincy St NE,,,Urban Center,POINT (480254.0329 4983098.3464)
18937,053,10846,02393797,05302393797,Champlin,2018,C,RET,Grocery,Aldi,Grocery Store,A,495370.0,0.0,11620 Theatre Drive,,31-120-21-21-0105,Suburban,POINT (469149.13040000014 5001356.6371)
19142,123,55852,02396435,12302396435,Roseville,2018,P,SCH,Schools,Central Park Elementary School,Elementary School,A,4313000.0,0.0,535 County Road B2,55113,122923230030,Urban,POINT (490316.3914999999 4984522.1239)
19158,123,55852,02396435,12302396435,Roseville,2018,C,OFF,Medical Facilities,Central Pediatrics,Clinic,R,1396000.0,0.0,2436 Cleveland Avenue,55113,092923230028,Urban,POINT (485369.6146999998 4984553.698100001)
19186,053,43000,02395345,05302395345,Minneapolis,2018,C,OFF,Medical Facilities,University of Minnesota Medical Center - West Bank Campus,Medical center remodel,R,12056323.0,0.0,2450 Riverside Ave,,,Urban Center,POINT (481313.30200000014 4979231.890699999)
18095,123,40382,02395846,12302395846,Maplewood,2017,C,OFF,Medical Facilities,Regions IRTS,Clinic remodel,R,2696805.0,0.0,2715 Upper Afton Rd E,,,Urban,POINT (501133.92080000043 4976487.5754)
19262,123,66460,02397106,12302397106,Vadnais Heights,2018,C,OFF,Medical Facilities,Healtheast &  NovaCare,Medical facility,N,1644506.0,0.0,"480 Hwy 96 Ste 100, Ste 120",55127,,Suburban,POINT (493445.8370000003 4991752.5778)
19263,037,20618,02394747,03702394747,Farmington,2018,C,OFF,Medical Facilities,Immanuel Dental,Addition to dental office,A,295000.0,0.0,321  3rd St,55024,,Emerging Suburban Edge,POINT (488500.5105999997 4942946.4474)
18744,053,55186,02396415,05302396415,Rogers,2017,P,SCH,Schools,Rogers High School,School Remodel,R,1028989.0,0.0,21000 141st Ave N,,,Emerging Suburban Edge,POINT (457227.94400000013 5006607.4298)
18750,053,51730,02396242,05302396242,Plymouth,2017,P,SCH,Schools,GREENWOOD ELEMENTARY SCHOOL,School remodel,R,5500000.0,0.0,18005 MEDINA RD,,,Suburban Edge,POINT (459885.9466000004 4985633.5197)
18108,003,12700,02393607,00302393607,Columbia Heights,2017,C,COS,Arts Entertainment and Recreation,Planet Fitness,Fitness Center,N,2613272.0,0.0,5045 51st Court,55421,25-30-24-22-0076,Urban Center,POINT (480631.51020000037 4989743.671399999)
18109,053,54214,02396362,05302396362,Richfield,2017,C,COS,Eating and Drinking Establishments,Panera Bread,Restaurant,N,1000000.0,0.0,980 78th ST W,55423,33-028-24-44-0235,Urban Center,POINT (476934.85890000034 4967728.057499999)
18114,053,06616,02394198,05302394198,Bloomington,2017,P,REL,Religious,Peace Lutheran Church,Church addition,A,1433548.0,0.0,8600 E Bush Lake Rd,55438,2011621210006,Urban,POINT (470514.60869999975 4965996.011600001)
19321,037,01900,02393967,03702393967,Apple Valley,2018,C,RET,Grocery,Target,Retail remodel,R,2850000.0,0.0,15560 Pilot Knob Rd,,,Suburban,POINT (486165.42819999997 4952251.430500001)
18782,053,43000,02395345,05302395345,Minneapolis,2017,P,HNH,Medical Facilities,Abbott Northwestern Hospital,"RECONFIGURE OPERATING ROOM, ADJACENT HALLWAY AND EQUIPMENT SUPPORT ROOM TO ACCOMMODATE NEW EQUIPMENT",R,8015168.0,0.0,800 28TH ST E,,,Urban Center,POINT (479388.61930000037 4977938.3082)
18154,123,55852,02396435,12302396435,Roseville,2017,C,COS,Arts Entertainment and Recreation,Xperience Fitness,Fitness Center,R,2650000.0,0.0,1663 County Road B2 W,55113,092923140026,Urban,POINT (486500.4456000002 4984799.1304)
19347,053,60016,02395877,05302395877,Shorewood,2018,C,COS,Eating and Drinking Establishments,Starbucks Coffee Shop,coffee shop,N,850000.0,0.0,19285 State Highway 7,55331,25-117-23-41-0048,Suburban,POINT (458627.4550000001 4973157.7831)
19365,163,13456,02393644,16302393644,Cottage Grove,2018,C,COS,Eating and Drinking Establishments,McDonald's,Fast food restaurant with drive-through,N,2000000.0,6813.0,7355 East Point Douglas Road South,55016,17.027.21.24.0009,Suburban Edge,POINT (503253.6754999999 4964015.3014)
19375,003,13114,02393628,00302393628,Coon Rapids,2018,C,COS,Eating and Drinking Establishments,Raising Cane's Chicken Fingers,Restaurant,N,1200000.0,0.0,13001 Round Lake Blvd,,053124130010,Suburban,POINT (471962.9623999996 5005993.1261)
18230,053,18188,02394621,05302394621,Edina,2017,P,SCH,Schools,South view middle school,School remodel,R,15300000.0,0.0,4725 Southview La,,,Urban,POINT (472705.8817999996 4971860.302200001)
19404,123,55852,02396435,12302396435,Roseville,2018,P,REL,Religious,Calvary Church,Church,R,1805000.0,0.0,2120 Lexington Avenue,55113,142923220075,Urban,POINT (488510.21999999974 4983506.688100001)
18279,053,18188,02394621,05302394621,Edina,2017,C,OFF,Medical Facilities,Kodiak Recovery,Mental health treatment center,A,188255.0,0.0,7117 Ohms La,,,Urban,POINT (471889.8088999996 4968980.8671)
5382,053,06616,02394198,05302394198,Bloomington,2005,C,RET,Grocery,Target Commercial Interiors,Design studio and sales (fndn only),N,300000.0,0.0,2470 79th St. W,55431,,Urban,POINT (475453.24980000034 4967466.400800001)
5482,053,40166,02395838,05302395838,Maple Grove,2005,C,COS,Arts Entertainment and Recreation,Dancer's Edge,Dance studio,N,291669.0,14030.0,9465 Garland La N,55311,,Suburban Edge,POINT (460956.34839999955 4997093.135399999)
6437,053,40166,02395838,05302395838,Maple Grove,2006,C,COS,Arts Entertainment and Recreation,Rush Creek Club House,Golf course club house,N,1377006.0,16079.0,7550 Ranier La N,55311,,Suburban Edge,POINT (459877.3735999996 4993392.635600001)
5580,053,57220,02396500,05302396500,St. Louis Park,2005,C,COS,Arts Entertainment and Recreation,Minneapolis Golf Club,Block cold storage building,N,100000.0,3000.0,2001 Flag Av,55426,0711721120014,Urban Center,POINT (468824.31400000025 4979044.910599999)
6604,123,55852,02396435,12302396435,Roseville,2006,C,COS,Arts Entertainment and Recreation,Rosedale--The Plaza,Movie theatre,N,7000000.0,127000.0,1595 Highway 36,55113,,Urban,POINT (486597.16810000036 4984397.6905000005)
8112,037,08794,02393472,03702393472,Burnsville,2008,C,COS,Arts Entertainment and Recreation,YMCA,Recreational,A,962000.0,7400.0,13850 Portland Av S,55337,02-64005-010-01,Suburban,POINT (478636.7439000001 4955575.1009)
6523,053,51730,02396242,05302396242,Plymouth,2006,C,RET,Grocery,Cub Food,Grocery store; addn (shell)/remodel,A,1750000.0,9420.0,4445 Nathan Ln N,55442,131182212003,Suburban Edge,POINT (467730.95150000043 4986985.554500001)
3714,163,15616,02394503,16302394503,Dellwood,2003,C,COS,Arts Entertainment and Recreation,Dellwood Hills Golf Club,Maintenance building,N,550000.0,0.0,13 Spyglass Rd,55110,0703021210005,Diversified Rural,POINT (501646.3677000003 4994827.8146)
7649,163,47680,02395287,16302395287,Oakdale,2007,C,COS,Arts Entertainment and Recreation,Oak Marsh Golf Course,Golf course office/banquet,A,435000.0,2379.0,526 Inwood Av,,3302921240007,Suburban,POINT (504952.0190000003 4978177.678099999)
3778,163,62824,02395969,16302395969,Stillwater,2003,C,COS,Arts Entertainment and Recreation,Minnesota Zephyr,Dinner train station-addition,A,200000.0,2480.0,601 Main St N,55082,2803020110035,Suburban,POINT (515248.9436999997 4989899.2039)
8516,163,71428,02397369,16302397369,Woodbury,2008,C,COS,Arts Entertainment and Recreation,Gold's Gym,Fitness center,A,1280000.0,39470.0,1555 Queens Dr,,,Suburban Edge,POINT (503328.83499999996 4974799.009099999)
5859,163,71428,02397369,16302397369,Woodbury,2005,C,COS,Arts Entertainment and Recreation,City Walk Clubhouse,Recreation,N,1950000.0,14783.0,10225 City Walk Dr,55129,,Suburban Edge,POINT (507911.6013000002 4976664.2213)
5866,163,71428,02397369,16302397369,Woodbury,2005,C,COS,Arts Entertainment and Recreation,Bailey's Arbor Community Pool,Recreation,N,146000.0,1371.0,10790 Maple Blvd,55129,,Suburban Edge,POINT (508775.82459999993 4971654.0320999995)
9219,053,45628,02395201,05302395201,New Hope,2009,C,COS,Arts Entertainment and Recreation,YMCA,Water feature splash pad,N,300000.0,0.0,7601 42nd Ave N,55427,17-118-21-23-007,Urban,POINT (470286.6358000003 4986453.864)
3590,123,58000,02396511,12302396511,St. Paul,2003,P,HNH,Medical Facilities,Regions Hospital,Hospital addition--radiation therapy,A,1700000.0,0.0,640 Jackson St,55101,,Urban Center,POINT (492573.23869999964 4977932.157199999)
8118,037,17288,02394586,03702394586,Eagan,2008,C,RET,Grocery,Cub Foods,Grocery store.  Diffley Marketplace Addn.,N,2640000.0,42000.0,1020 Diffley Rd,,102047601001,Suburban,POINT (488798.1177000003 4961223.969799999)
6113,019,10918,02393799,01902393799,Chanhassen,2006,C,COS,Arts Entertainment and Recreation,Lakeside,Community center,N,457000.0,5700.0,8900 Lake Riley Blvd,55317,254240180,Emerging Suburban Edge,POINT (458724.32770000026 4965579.536800001)
8062,019,10918,02393799,01902393799,Chanhassen,2008,C,COS,Arts Entertainment and Recreation,Snap Fitness,Fitness center,N,2250000.0,50000.0,2411 Galpin Court,55317,258320001,Emerging Suburban Edge,POINT (453964.37040000036 4966418.009099999)
4166,019,47520,02395278,01902395278,Norwood Young America,2004,C,COS,Eating and Drinking Establishments,Domino's Pizza,Restaurant,N,160000.0,0.0,640 Railroad Dr,55368,,Rural Centers,POINT (427760.9003999997 4957634.5824)
5227,037,08794,02393472,03702393472,Burnsville,2005,C,COS,Eating and Drinking Establishments,Fox Hollow Coffee,"Coffee shop, drive through",N,186193.0,474.0,12735 Co Rd 5,55337,021610001001,Suburban,POINT (475967.35059999954 4957615.4531)
5200,037,01900,02393967,03702393967,Apple Valley,2005,C,COS,Eating and Drinking Establishments,Fajita's Southwest Grille,Restaurant (Galaxie Commons),N,140000.0,2295.0,15265 Galaxie Av,55124,,Suburban,POINT (483511.9294999996 4952721.763900001)
6231,037,20618,02394747,03702394747,Farmington,2006,C,COS,Eating and Drinking Establishments,McDonalds,Restaurant; fast food,N,433640.0,5241.0,4655 Knutsen Dr,55024,,Emerging Suburban Edge,POINT (487146.48110000044 4943113.119999999)
3266,037,35180,02395614,03702395614,Lakeville,2003,C,COS,Eating and Drinking Establishments,Taco Bell/Long John Silver,Restaurant,N,400000.0,0.0,17750 Kenwood Trl,55044,221185032100,Suburban Edge,POINT (477605.99120000005 4948755.1666)
5317,037,35180,02395614,03702395614,Lakeville,2005,C,COS,Eating and Drinking Establishments,Culver's of Lakeville,Restaurant,N,772000.0,4733.0,17800 Kenwood Trl,55044,223332501001,Suburban Edge,POINT (477727.8649000004 4948630.3047)
7276,037,69700,02397275,03702397275,West St. Paul,2007,C,COS,Eating and Drinking Establishments,Checker's,Restaurant; fast food,N,480000.0,784.0,1011 S Robert St,55118,424810003009,Urban Center,POINT (493601.68570000026 4973589.562100001)
3329,053,07948,02393428,05302393428,Brooklyn Center,2003,C,COS,Eating and Drinking Establishments,Arby's,Fast food restaurant,N,605000.0,3454.0,5444 Brooklyn Blvd,55430,,Urban,POINT (474594.0263 4988970.596899999)
3108,003,26738,02394273,00302394273,Ham Lake,2003,P,REL,Religious,Family of Christ Lutheran Church,Church,A,500000.0,0.0,16345 Polk St NE,55304,,Rural Residential,POINT (480972.7241000002 5012725.4277)
6079,003,26738,02394273,00302394273,Ham Lake,2006,P,REL,Religious,Oak Haven Church,Church,A,1300000.0,10150.0,1555 Constance Blvd NE,55304,173223720003,Rural Residential,POINT (481901.59729999956 5012665.7194)
7116,019,14482,00663913,01900663913,Dahlgren Township,2007,P,REL,Religious,Grace Baptist,Church; classrooms,A,200000.0,5036.0,12575 Co Rd 43,55318,040110500,Agricultural,POINT (446039.1798999999 4958455.939200001)
9050,019,10918,02393799,01902393799,Chanhassen,2009,P,SCH,Schools,Chanhassen High School Sports Complex,Bleachers,N,1133000.0,0.0,2200 Lyman Blvd,55317,25-0220100,Emerging Suburban Edge,POINT (454631.5549999997 4965826.149700001)
7151,037,01900,02393967,03702393967,Apple Valley,2007,P,SCH,Schools,Cedar Park Elementary School,School,A,787000.0,4500.0,7500 Whitney Dr,,,Suburban,POINT (482657.00769999996 4952257.615700001)
5183,037,01900,02393967,03702393967,Apple Valley,2005,P,SCH,Schools,Valley Middle School,School addn + renovations,A,1400000.0,3950.0,900 Garden View Dr,55124,,Suburban,POINT (481028.48220000044 4952582.8543)
5184,037,01900,02393967,03702393967,Apple Valley,2005,P,SCH,Schools,Cedar Park Elementary,School addn + renovations,A,750000.0,0.0,7500 Whitney Dr,55124,,Suburban,POINT (482657.00769999996 4952257.615700001)
5187,037,01900,02393967,03702393967,Apple Valley,2005,P,SCH,Schools,Westview Elementary,School addn + renovations,A,475000.0,2400.0,225 Garden Vew Dr,55124,,Suburban,POINT (481195.9740000004 4953982.499299999)
3230,037,17288,02394586,03702394586,Eagan,2003,P,SCH,Schools,Argosy University,School,N,5090000.0,0.0,1515 Central Pkwy,55121,,Suburban,POINT (486257.5049999999 4964892.554199999)
4238,037,17288,02394586,03702394586,Eagan,2004,P,SCH,Schools,Independent School District 196,School,A,5404000.0,10315.0,4185 Braddock Tr,55123,102243001001,Suburban,POINT (489420.01290000044 4961508.6087)
3270,037,35180,02395614,03702395614,Lakeville,2003,C,RET,Grocery,Cub Foods,Grocery,N,3390000.0,71368.0,7435 179th St W,55044,221860008001,Suburban Edge,POINT (482985.3306999998 4948807.795299999)
4333,037,55726,02396433,03702396433,Rosemount,2004,C,RET,Grocery,Aldi,Grocery store,N,924000.0,0.0,14995 Robert Tr S,55068,,Emerging Suburban Edge,POINT (489787.64240000024 4953222.7904)
8371,123,58000,02396511,12302396511,St. Paul,2008,C,RET,Grocery,Aldi,Grocery store,N,1400000.0,16117.0,2005 Suburban Av,,352922340021,Urban Center,POINT (498754.4428000003 4977399.5578000005)
4313,037,35180,02395614,03702395614,Lakeville,2004,P,SCH,Schools,Lakeville High School North,School,A,1400000.0,2500.0,19600 Ipava Ave,55044,224436001001,Suburban Edge,POINT (479570.04870000016 4945811.092800001)
8208,053,07966,02393429,05302393429,Brooklyn Park,2008,P,SCH,Schools,Excell Academy,School; interior finish,N,304622.0,15657.0,6510 Zane Av N,55420,3311921240008,Suburban,POINT (472206.1775000002 4991188.8050999995)
5425,053,18188,02394621,05302394621,Edina,2005,P,SCH,Schools,Valley View Middle School,School,A,5500000.0,0.0,6750 Valley View Rd,55439,,Urban,POINT (470279.34970000014 4969894.8517)
9177,053,20078,02394717,05302394717,Excelsior,2009,P,SCH,Schools,Minnetonka Public Schools,Elementary School,A,1050000.0,7168.0,495 Oak St,55331,34-117-23-14-0032,Suburban,POINT (455187.6116000004 4971975.0085)
8230,053,24308,02394924,05302394924,Golden Valley,2008,P,SCH,Schools,Good Shepherd Catholic School,School,A,220000.0,1221.0,145 Jersey Avenue S,55426,05-117-21-12-0036,Urban,POINT (471029.62349999975 4980553.783399999)
3463,053,45628,02395201,05302395201,New Hope,2003,P,SCH,Schools,Cooper High School,School,A,9986665.0,0.0,8230 47th Av N,55428,,Urban,POINT (469696.1377999997 4987591.7195)
3360,053,10846,02393797,05302393797,Champlin,2003,C,RET,Grocery,Aldi Foods,Grocery store,N,600142.0,15645.0,11620 Theatre Dr,55316,3112021210105,Suburban,POINT (469149.13040000014 5001356.6371)
7375,053,43000,02395345,05302395345,Minneapolis,2007,P,SCH,Schools,Aurora Charter School,"Charter, school, elementary",A,546975.0,17700.0,2103 26th St E,,,Urban Center,POINT (480985.89919999987 4977962.5798)
6465,053,43000,02395345,05302395345,Minneapolis,2006,P,SCH,Schools,Cristo Rey High School,"School, incl enclosed parking level.",N,17130000.0,160000.0,2924 4th Av S,55408,,Urban Center,POINT (483391.01659999974 4977337.559800001)
7393,053,43000,02395345,05302395345,Minneapolis,2007,P,SCH,Schools,Long Tieng Academy,School; conversion from ofc/whse,A,895000.0,14000.0,1718 Washington Av N,,,Urban Center,POINT (477845.89070000034 4982643.891100001)
22775,053,18116,02394614,05302394614,Eden Prairie,2022,P,TRS,Transit,Southwest Transit Leonard L. Simich Maintenance and Administrative Facility,Transit facillity,R,1351600.0,0.0,14405 62nd St W 	,,,Suburban,POINT (463690.5303999996 4970911.059699999)
22782,053,18116,02394614,05302394614,Eden Prairie,2022,C,COS,Arts Entertainment and Recreation,Olympic Hills Golf Club,RMDL OFFICES & STORAGE AREA/ADD SAUNA IN WOMENS LOCKER RM,R,1500000.0,0.0,10625 Mount Curve Rd 	,,,Suburban,POINT (467220.7611999996 4964121.475299999)
22199,123,55852,02396435,12302396435,Roseville,2022,P,SCH,Schools,Brimhall Elementary,School,R,2168000.0,0.0,1744 County Road B,55113,162923120001,Urban,POINT (486305.33829999994 4983541.913899999)
22280,037,01900,02393967,03702393967,Apple Valley,2022,P,REL,Religious,Eagle Brook Church,Church remodel,R,13000000.0,55344.0,14960 Florence Tr		,,012690003010	,Suburban,POINT (484188.1292000003 4953479.9125)
22291,123,58000,02396511,12302396511,St. Paul,2022,P,SCH,Schools,Hamline University - Drew Residence Hall,HAMLINE UNIVERSITY - DREW RESIDENCE HALL RESTROOM RENOVATION,R,3125000.0,0.0,1523 Hewitt Ave,55104,272923320067,Urban Center,POINT (487016.00629999954 4979268.4969999995)
22296,123,58000,02396511,12302396511,St. Paul,2022,C,OFF,Medical Facilities,St. Joseph's Hosptial,M HEALTH FAIRVIEW - 3RD FLOOR LAB AND IMAGING BUILD OUT,R,2154000.0,0.0,45 10th St W,55102,062822210053,Urban Center,POINT (492168.7768000001 4977232.555400001)
22346,053,57220,02396500,05302396500,St. Louis Park,2022,C,COS,Eating and Drinking Establishments,Taco Johns Support Center,Test Kitchen,R,1305221.0,0.0,1632 West End Blvd,,,Urban Center,POINT (472563.8141999999 4979325.179099999)
22368,037,35180,02395614,03702395614,Lakeville,2022,C,COS,Arts Entertainment and Recreation,The Moments of Lakeville Cabana,Shell and finish,A,600000.0,0.0,16258 Kenyon Ave,,22-41685-01-021,Suburban Edge,POINT (477374.83079999965 4951243.7928)
22376,053,18188,02394621,05302394621,Edina,2022,C,COS,Arts Entertainment and Recreation,Interlachen Golf Course,Field house Build-Out,R,7051620.0,0.0,6204 Interlachen Blvd,,,Urban,POINT (469916.2461000001 4973703.229)
22382,019,10918,02393799,01902393799,Chanhassen,2022,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee Shop,N,633100.0,0.0,2395 Highway 7,,,Emerging Suburban Edge,POINT (454080.0346999997 4970936.705800001)
22386,123,66460,02397106,12302397106,Vadnais Heights,2022,C,OFF,Medical Facilities,Vadnais Heights Medical Clinic - Allina Health,Building addition for elevator,A,450000.0,1040.0,1155 County Road E East,55127,283022430023,Suburban,POINT (495908.25710000005 4988659.0688000005)
22402,053,43000,02395345,05302395345,Minneapolis,2022,P,SCH,Schools,SI Melby Hall,Remodel women's locker room,R,1314736.0,0.0,2315 Riverside Ave,,,Urban Center,POINT (481191.54839999974 4979191.9979)
22425,053,51730,02396242,05302396242,Plymouth,2022,P,SCH,Schools,Plymouth Middle School,School remodel,R,1230875.0,0.0,10011 36TH AVE N,,24-118-22-11-0042,Suburban Edge,POINT (467992.47190000024 4985390.281099999)
22442,053,43000,02395345,05302395345,Minneapolis,2022,C,COS,Arts Entertainment and Recreation,Hollywood Theater,Conversion to banquet facility,R,1525000.0,0.0,2815 Johnson St NE,,,Urban Center,POINT (481346.8470999999 4985096.3204)
22451,053,43000,02395345,05302395345,Minneapolis,2022,P,HNH,Medical Facilities,Hennepin County Medical Center,LOWER LVL & ROOF- ALTS & RPRS FOR GENERATORS' SITE,R,5600000.0,0.0,701 Park Ave,,,Urban Center,POINT (479308.65139999986 4979883.670600001)
22461,053,30140,02394417,05302394417,Hopkins,2022,P,SCH,Schools,BLAKE SCHOOL,BUS GARAGE,N,1443332.0,2800.0,110 Blake Road South,55343,19-117-21-43-0006,Urban Center,POINT (469324.8920999998 4974453.8803)
22479,037,17288,02394586,03702394586,Eagan,2022,C,COS,Eating and Drinking Establishments,Popeyes,Restaurant,N,1650000.0,0.0,1300 Town Centre Dr,,,Suburban,POINT (487150.2341 4964249.649599999)
22486,163,34244,02395589,16302395589,Lake Elmo,2022,P,REL,Religious,Carmelite Monastery,Monastery addition,A,1597000.0,0.0,8251 MOUNT CARMEL RD N			,55042,,Emerging Suburban Edge,POINT (505150.73620000016 4985460.055500001)
22503,123,58000,02396511,12302396511,St. Paul,2022,P,HNH,Medical Facilities,Regions Hospital,REMODEL EXISTING 7TH FLOOR RADIAL PATIENT WING AND UPGRADE FINISHES IN CORRIDORS,R,4430424.0,0.0,640 Jackson St,55101,312922130021,Urban Center,POINT (492437.66860000044 4977974.0677000005)
22514,053,07948,02393428,05302393428,Brooklyn Center,2022,C,COS,Eating and Drinking Establishments,Palm Grove,"3story, VB construction",A,1520000.0,0.0,2590 Freeway Blvd,55430,35-119-21-24-0007,Urban,POINT (475232.3088999996 4991241.9519)
22536,053,40166,02395838,05302395838,Maple Grove,2022,C,RET,Grocery,Target,Charging Station Installation,A,125000.0,0.0,15300 Grove Cir N		,,0911922210002	,Suburban Edge,POINT (462626.0230999999 4998186.335200001)
22543,123,58000,02396511,12302396511,St. Paul,2022,P,SCH,Schools,Career Pathways Charter School,INTERIOR RENOVATION OF AN EXISTING CHARTER SCHOOL.,R,1300000.0,0.0,1355 Pierce Butler Route,55104,272923310106,Urban Center,POINT (487588.0362 4979436.3244)
22547,123,58000,02396511,12302396511,St. Paul,2022,C,OFF,Medical Facilities,Highland Bridge Medical Office,"SUITE 202 NEW INTERIOR BUILD-OUT OF EXISTING BUILDING INCLUDING ALL NEW WALLS, PLUMBING AND FINISHES.",R,1400000.0,0.0,2270 Ford Pkwy,55116,172823120088,Urban Center,POINT (484488.15479999967 4973820.3223)
22550,123,58000,02396511,12302396511,St. Paul,2022,C,OFF,Medical Facilities,St. Joseph's Hospital Ramp,PARKING RAMP RENOVATION/REPAIR - REMODEL ELEVATOR LOBBY,R,5200000.0,0.0,59 10th St W,55102,312922340278,Urban Center,POINT (492060.57540000044 4977288.6763)
5191,037,01900,02393967,03702393967,Apple Valley,2005,P,TRS,Transit,Dakota County,Transit station + canopy,N,1300000.0,725.0,15865 Pilot Knob Rd,55124,,Suburban,POINT (485863.8543999996 4951863.448100001)
4369,053,07948,02393428,05302393428,Brooklyn Center,2004,P,TRS,Transit,MTC Transit Hub,Bus terminal,N,1740000.0,4140.0,2900 County Rd 10,55430,,Urban,POINT (474924.08860000037 4989619.1895)
3429,053,43000,02395345,05302395345,Minneapolis,2003,P,TRS,Transit,Light Rail Transit Station,Light Rail Transit Station,N,5000000.0,0.0,2310 Lake St E,55405,,Urban Center,POINT (481185.79760000017 4977245.201300001)
6593,123,44530,02395118,12302395118,Mounds View,2006,C,OFF,Medical Facilities,Belting Chiropractic,Chiropractor,N,775000.0,8300.0,5360 Edgewood Dr,55112,083023240061,Suburban,POINT (484012.64130000025 4994434.500700001)
6606,123,56680,02396471,12302396471,St. Anthony,2006,C,OFF,Medical Facilities,Northwest Eye Clinic,Eye clinic,N,160000.0,3247.0,2601 39th Av,55421,313023340027,Urban,POINT (482499.9143000003 4987264.3433)
7527,123,58000,02396511,12302396511,St. Paul,2007,C,OFF,Medical Facilities,Dermatology Consultants,Clinic,N,1096500.0,6955.0,280 Snelling Av N,,34292330146,Urban Center,POINT (486845.79849999957 4977357.426000001)
4680,123,58000,02396511,12302396511,St. Paul,2004,C,OFF,Medical Facilities,Rice Street Healtheast Clinic,Medical clinic,N,1580000.0,0.0,980 Rice St,,,Urban Center,POINT (491660.16420000046 4979720.6215)
6686,139,32174,02395483,13902395483,Jordan,2006,C,OFF,Medical Facilities,Dental office,Dental office,N,130000.0,0.0,115 S Broadway,55352,,Rural Centers,POINT (450384.95160000026 4946088.370999999)
6775,163,30392,02394440,16302394440,Hugo,2006,C,OFF,Medical Facilities,Bates Orthodontics,Orthodontics office buildout,N,165000.0,0.0,14775 Victor Hugo Blvd,55038,,Emerging Suburban Edge,POINT (498772.3208999997 5001247.296499999)
4792,163,21770,02394789,16302394789,Forest Lake,2004,C,OFF,Medical Facilities,"Park Place, Dr. Gary Carlson",Medical office (buildout),N,150000.0,3662.0,25 Lake St N,55025,0803221120145,Emerging Suburban Edge,POINT (501202.0078999996 5013981.612400001)
7249,037,41696,02395097,03702395097,Mendota Heights,2007,C,OFF,Medical Facilities,Patterson Dental,Dental clinic,A,4000000.0,76113.0,1031 Mendota Heights Rd,55120,,Suburban,POINT (488723.3044999996 4968169.307)
8174,037,55726,02396433,03702396433,Rosemount,2008,C,OFF,Medical Facilities,Fairview Health Services,Medical clinic,N,965263.0,10000.0,15075 Cimarron Av,55068,34-64685-040-01,Emerging Suburban Edge,POINT (488957.9326999998 4952981.2894)
4357,053,06616,02394198,05302394198,Bloomington,2004,C,OFF,Medical Facilities,Orthopaedic Center,Medical clinic,N,19243700.0,81000.0,8100 Northland Dr,55437,,Urban,POINT (474066.24430000037 4967224.7708)
6420,053,40166,02395838,05302395838,Maple Grove,2006,C,OFF,Medical Facilities,Grove Medical Office,Medical clinic,N,3779575.0,42493.0,9550 Upland La N,55369,,Suburban Edge,POINT (462311.8113000002 4997320.547)
5581,053,60016,02395877,05302395877,Shorewood,2005,C,OFF,Medical Facilities,Kelly Bosworth,Medical/dental/clinical care,A,1546513.0,14650.0,6140 Lake Linden Dr,55331,3411723330025,Suburban,POINT (453920.35140000004 4971164.841399999)
8296,053,51730,02396242,05302396242,Plymouth,2008,C,OFF,Medical Facilities,10600 Building,Medical office bldg; shell,N,1000000.0,9930.0,10600 Old County Rd 15,,3611822310003,Suburban Edge,POINT (467315.6473000003 4981393.7929)
4717,123,66460,02397106,12302397106,Vadnais Heights,2004,P,SCH,Schools,Agricultural and Food Sciences Academy,School,N,5100000.0,44000.0,100 Vadnais Blvd,55127,313022150010,Suburban,POINT (492445.00040000025 4988090.432700001)
5681,123,69970,02397299,12302397299,White Bear Lake,2005,P,SCH,Schools,Central Middle School,School,A,588000.0,2754.0,4857 Bloom Av,55110,,Suburban,POINT (498966.6196999997 4993002.465)
3653,139,04834,02394113,13902394113,Belle Plaine,2003,P,SCH,Schools,Satellite classrooms (2),School; classrooms,N,268000.0,1600.0,300 Market S,56011,200340070,Rural Centers,POINT (438801.76410000026 4940884.6493)
4774,139,59350,02395854,13902395854,Shakopee,2004,P,SCH,Schools,Shakopee Sr. High School,School cafeteria,A,282000.0,0.0,200 10th Ave E,55379,279120390,Suburban Edge,POINT (458650.3184000002 4959479.610400001)
